"LoggedOnUser","ComputerName","Manufacturer","Model","SerialNumber","OSName","OSVersion","InstallDate","BIOSName","SMBIOSVersion","ReleaseDate"
"emich","DESKTOP-S8QUO7E","innotek GmbH","VirtualBox","0","Microsoft Windows 10 Home","10.0.18362","20190903151100.000000-300","Default System BIOS","VirtualBox","20061201000000.000000+000"
